Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon,Email,Website
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB BENGGALA,"JL YUSUP MARTADILAGA NO 16 RT. 03/RW. 09, CIPARE, KEC. SERANG 42117",0254-209316,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA PURI GARCIA,"KOMP GRIYA PURNAMA RT. 01/RW. 18, DRANGONG, KEC. TAKTAKAN 42162",0254-223333,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BUDI ASIH,"JL KH SOHARI NO 39 RT. 03/RW. 03, SUMURPECUNG, KEC. SERANG 42111",0254-212484; 0254-208583,nining@rsiabudiasih.co.id,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KENCANA,"JL A YANI NO 21-23 RT. 05/RW. 03, CIMUNCANG, KEC. SERANG 42111",0254-211554,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SARI ASIH,"JL JEND SUDIRMAN NO 38 PANANCAGAN BARU RT. 05/RW. 09, PANANCANGAN, KEC. CIPOCOK JAYA 42124",0254-220022; 0254-220543,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"ABBIMA PUTRA PUSPITA, PT <DOKTER UMUM>","KP MARUGA RT. 05/RW. 04, SARUA, KEC. CIPUTAT 15414",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BANK MANDIRI RUKAN 34,"RUKAN BINTARO 32 RT. 02/RW. 04, PONDOK KARYA, KEC. PONDOK AREN 15225",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BIDAN <HIDA PUTRANTO>,"GG MADUN RT. 01/RW. 05, PONDOK KACANG TIMUR, KEC. PONDOK AREN 15226",081382085380,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BUAH HATI,"JL BUKIT RAYA RT. 02/RW. 07, SARUA INDAH, KEC. CIPUTAT 15414",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"CITA BEUTY PRIMAEVA, PT","RUKO BSD SEKTOR VII BIOK RM NO 40 RT. 06/RW. 01, LENGKONG WETAN, KEC. SERPONG 15322",021-5383927,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,CLINIC ARCHA,"BSD JUNCTION BLOK B NO 1-3 RT. 02/RW. 06, LENGKONG WETAN, KEC. SERPONG",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,CLINIK SALVEO,"JL JALUR SUTERA KAV 29 A, PAKU ALAM, KEC. SERPONG UTARA",021-53141258,salveoacupuntur@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DENTAL WORK,"RUKO GOLDEN BOULEVARD BLOK R NO 6, LENGKONG KARYA, KEC. SERPONG UTARA 15320",021-53161505,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DR SARLITO DAN REKAN,"JL IR H JUANDA RT. 04/RW. 06, REMPOA, KEC. CIPUTAT TIMUR 15412",021-7421168; 021-7432239,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"ERHA KLINIK INDONESIA, PT","JL PAHLAWAN SERIBU RT. 01/RW. 04, LENGKONG GUDANG, KEC. SERPONG 15321",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,FERMOND MEDIA,"RUKO ASTC BLOK 10D NO 7, PAKULONAN, KEC. SERPONG UTARA",085100365855,skinacts.clinic@yahoo.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,GIPPUM MEDICAL,"JL PAHLAWAN RT. 03/RW. 03, REMPOA, KEC. CIPUTAT TIMUR 15412",021-22731314,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"GRACIA ESTETIKA, CV","RUKO BSD SEKTOR VI BLOK RK NO 1-3 RT. 06/RW. 01, LENGKONG WETAN, KEC. SERPONG 15322",021-5371146,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KHASANAH PUTERA JAKARTA, PT","JL LETNAN SOETOPO KAV KOM IIIA NO 07 BSD, LENGKONG WETAN, KEC. SERPONG 15330",021-5372296,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK 8 MEDIKATAMA,"JL CIRENDEU RAYA RT. 01/RW. 06, CIREUNDEU, KEC. CIPUTAT TIMUR 15419",080695661088,klinik8medikatama@yahoo.co.id,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK AMIRA,"JL KUBIS BLOK AZ 10 SEKTOR 1 6 RT. 01/RW. 08, RAWA BUNTU, KEC. SERPONG 15318",021-5384219,klinikamira@yahoo.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK ANAKKU,"GOLDEN MADRID 2, JL LETNAN SUTOPO RT. 05/RW. 02, RAWA MEKAR JAYA, KEC. SERPONG 15318",021-53164830,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK ARCHA MEDIKA,"JL RAWA BUNTU UTARA BLOK H 1/5 SEKTOR 1/4 RT. 04/RW. 05, RAWA BUNTU, KEC. SERPONG 15318",021-3153535,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK DENTA KARINTA,"JL MANDAR UTAMA 3A RT. 08/RW. 10, PONDOK KARYA, KEC. PONDOK AREN 15225",021-7350522,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLINIK ESTETIKA, PT","RUKO BIDEK BSD RT. 07/RW. 08, LENGKONG GUDANG, KEC. SERPONG 15311",021-53164299,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK GARUDA,"JL TITIHAN RAYA RT. 05/RW. 05, PERIGI, KEC. PONDOK AREN 15227",021-7450818,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK GIGI SENYUM CERIA,"BINTARO RUKO ARCADE 4/18, JL BOULEVARD RT. 01/RW. 03, PONDOK JAYA, KEC. PONDOK AREN 15224",0815100781118,klinikgigiscbintaro@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SELARAS,"BSD SEKTOR 4 RE 43/45, JL PAHLAWAN SERIBU BSD RT. 06/RW. 01, LENGKONG WETAN, KEC. SERPONG 15310",021-5373010; 021-5370310,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SHALOM,"RUKO BSD JUNCTION BLOK A 48-50 RT. 02/RW. 06, LENGKONG WETAN, KEC. SERPONG",021-53156111,klinikshalom@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SPECTRUM,"JL TEUKU UMAR BLOK FA 3 NO 45 SEKTOR 7 RT. 01/RW. 12, PONDOK RANJI, KEC. CIPUTAT TIMUR 15412",021-74863152,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LABORATURIUM KLINIK,"JL PONDOK KACANG RAYA NO 5 RT. 03/RW. 01, PONDOK KACANG TIMUR, KEC. PONDOK AREN 15226",021-74558653; 021-7459433,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,META DENTIK,"JL RAYA PONDOK BETUNG RT. 02/RW. 04, PONDOK KARYA, KEC. PONDOK AREN",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"MULTI ALGA, CV","BTC LT2 F3 005 PONDOK JAYA RT. 03/RW. 01, PONDOK JAYA, KEC. PONDOK AREN 15424",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,NATASYA SKIN CLINIC,"BINTARO JAYA RT. 10/RW. 08, PONDOK BETUNG, KEC. PONDOK AREN 15221",021-7374625,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PELITA RELIANCE INTERNASIONAL, PT","CENTRAL BUSINESS DISTRICT LOT IX BSD, LENGKONG GUDANG, KEC. SERPONG 15321",021-25655555; 021-25655544,,www.ekahospital.com
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PERINTIS PELAYANAN, PT","RUKO VERSAILLES BLOK FD NO 2 RT. 05/RW. 09, RAWA BUNTU, KEC. SERPONG 15318",021-5380345,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PMC KLINIK PRATAMA,"JL KAYU PUTIH RT. 04/RW. 01, PONDOK CABE UDIK, KEC. PAMULANG 15418",021-7422118,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER UMUM,"JL CIMANDIRI I11 RT. 03/RW. 07, CIPAYUNG, KEC. CIPUTAT 15411",083877882578,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTIK DOKTER,"JL GR UTARA 10 BLOK GR 8 KOMP GRAHA BINTARO NO 106 RT. 03/RW. 07, PONDOK KACANG BARAT, KEC. PONDOK AREN 15226",021-310968,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRODIA,"JL RATA SERPONG RUKO SUTERA NIAGA 1 RT. 03/RW. 03, PAKULONAN, KEC. SERPONG UTARA 15325",021-5889961,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BERSALIN PERMATA SARANA HUSADA,"PAMULANG PERMAI RT. 02/RW. 22, PAMULANG BARAT, KEC. PAMULANG 15417",021-407421,psarhus@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BHINEKA BAKTI HUSADA,"JL CABE RAYA RT. 03/RW. 05, PONDOK CABE UDIK, KEC. PAMULANG 15418",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BUNDA DALIMA,"NUSALOKA SEKTOR XIV BLOK J 11 NO 1, RAWA MEKAR JAYA, KEC. SERPONG 15318",,hrdbundadalima@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS HERMINA,"JL CIPUTAT RAYA NO 2 KERTAMUKTI RT. 01/RW. 08, CIREUNDEU, KEC. CIPUTAT TIMUR 15419",021-74702525; 021-74700999,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS IMC BINTARO,"JL RAYA JOMBANG NO 56 , PONDOK PUCUNG, KEC. PONDOK AREN",021-7456379,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS PERMATA PAMULANG,"JL SILIWANGI RT. 02/RW. 18, PONDOK BENDA, KEC. PAMULANG 15416",021-74704999,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS SOEROSO,"JL ARYA PUTERA RT. 09/RW. 10, KEDAUNG, KEC. PAMULANG 15415",021-7499199,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB CITRA ANANDA,"JL RE MARTADINATA RT. 01/RW. 13, CIPUTAT, KEC. CIPUTAT 15411",021-7401347,rsbcitraananda@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSB VITALAYA,"JL RAYA SILIWANGI RT. 01/RW. 01, PONDOK BENDA, KEC. PAMULANG 15416",021-4703313; 021-74701153,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA BUAH HATI,"JL ARIA PUTRA RT. 01/RW. 01, SARUA INDAH, KEC. CIPUTAT 15414",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA DHIA,"JL CENDRAWASIH NO 90 RT. 05/RW. 01, SAWAH, KEC. CIPUTAT 15413",021-7494550; 021-7494551,dhia.online@yahoo.co.id,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA INDAN PERMATA,"KOMP PAKU JAYA RT. 03/RW. 02, PAKU JAYA, KEC. SERPONG UTARA 15324",021-5796733,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KOTA TANGERANG SELATAN,"JL RAYA PAJAJARAN NO 101 RT. 01/RW. 02, PAMULANG BARAT, KEC. PAMULANG 15417 rsud.tangerangselatankota.go.id",021-7492398; 021-29872561,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH BERSALIN INDRASWATI,"JL BIDAN NO 112 RT. 03/RW. 03, PISANGAN, KEC. CIPUTAT TIMUR 15419",082125401089,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH BERSALIN PERMATA IBU,"JURANG MANGU PERMAI BLOK A 2/1 RT. 01/RW. 14, JURANG MANGGU BARAT, KEC. PONDOK AREN 15223",021-3445926,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ASHOBIRIN,"PRIYANG RT. 08/RW. 02, PONDOK JAGUNG, KEC. SERPONG UTARA 15326",081280819924; 021 5374392,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BERSALIN CINTA KASIH,"JL KI HAJAR DEWANTARA RT. 02/RW. 05, SAWAH, KEC. CIPUTAT 15413",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BUAH HATI,"JL SILIWANGI RAYA NO189 RT. 02/RW. 02, BENDA BARU, KEC. PAMULANG 15416",021-7414488,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HERMINA,"JL RAYA PUSPITEK KM 8 NO 99 RT. 02/RW. 01, BUARAN, KEC. SERPONG 15316",021-75884990; 021-75883704,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT IMC BINTARO,"JL RAYA JOMBANG NO 56 BINTARO SEKTOR IX RT. 01/RW. 11, JOMBANG, KEC. CIPUTAT 15414 rsimcbintaro.com",021-7456379 Ext: 301; 021-7450819,imcbintaro@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PRIMA MEDIKA,"JL WR SUPRATMAN RT. 01/RW. 01, PONDOK RANJI, KEC. CIPUTAT TIMUR 15412",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SARI ASIH,"JL OTISTA NO 30 RT. 04/RW. 11, CIPUTAT, KEC. CIPUTAT 15411",0816823838,sariasih.ciputat@gmail.com,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT THT PROKLAMASI,"SUN BURST BSD, LENGKONG GUDANG, KEC. SERPONG",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SARANA MEDITAMA INTERNATIONAL, PT","JL ALAM SUTERA BOULEVARD KAV 25 RT. 03/RW. 03, PAKULONAN, KEC. SERPONG UTARA 15325",021-29779999 Ext: 6510,hrd.admin@omni-hospital.com,www.omni-hospitals.com
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SETIA WIRA MANGALA,"SAWAH BARU, KEC. CIPUTAT",081317855255,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SKIN CENTER PELAYANAN MEDIS,"BINTARO JAYA RT. 11/RW. 08, PONDOK BETUNG, KEC. PONDOK AREN 15221",,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SKIN LASER CLINIC JPP,"PAKULONAN, KEC. SERPONG UTARA",021-2923954,,www.jppskinlaserclinic.com
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SMILE N SHINE DENTAL CARE CENTRE,"ALAM SUTERA TOWN CENTER BLOK 10D NO 6, PAKULONAN, KEC. SERPONG UTARA",08161150580,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TERAPI KESEHATAN <HAPPYPLUS>,"JL PONDOK BETUNG RAYA RT. 01/RW. 05, PONDOK BETUNG, KEC. PONDOK AREN 15221",021-73691291,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TIRTA MEDICAL CENTRE,"RUKO VILLA MELATIMAS SQUARE BLOK A2 NO 25 RT. 01/RW. 01, LENGKONG KARYA, KEC. SERPONG UTARA 15320",021-5377479,,
BANTEN,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"WIJAYA PLATINUM, PT","JL GRAHA RAYA RUKO MELIA BLOK MD A NO 9 RT. 01/RW. 23, PAKU JAYA, KEC. SERPONG UTARA 15324",021-29445667,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLAUDIA MEDICA, PT","JL DANAU RANAU NO 9, LELATENG, KEC. NEGARA 82214",0365-41309,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BUNDA,"JL RAJAWALI NO 36 JEMBRANA, PENDEM, KEC. JEMBRANA 82217",0365-40251,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KERTAYASA,"JL NGURAH RAI NO 143 NEGARA, DAUHWARU, KEC. JEMBRANA 82217",0365-44378,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM NEGARA,"JL WIJAYA KUSUMA NO 17 NEGARA, BALER BALE AGUNG, KEC. NEGARA 82212",0365-41006; 0365-6236541006,rsunegarabali@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KELINIK WIJAYA KUSUMA,"JL IR SOEKARNO, BANJAR ANYAR, KEC. KEDIRI 82123",0361-8494066,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK CAHAYA BUNDA,"JL IR SOEKARNO NO 88, DELOD PEKEN, KEC. TABANAN 82113",0361-8941576,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU TABANAN,"JL PAHLAWAN NO. 14, DELOD PEKEN, KEC. TABANAN 82113",0361-811027; 0361-811202,humasbrsutabanan@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU WISMA PRASANTI,"BANJAR DINAS TAMAN, GUBUG, KEC. TABANAN 82151",0361-819601,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BHAKTI RAHAYU,"BD TUAKILNAG BELODAN, DENBANTAS, KEC. TABANAN 82115",0361-810805; 0361-8940661,rsbr_tabanan@yahoo.com,www.bhaktirahayu.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT DHARMA KERTI,"JL TERATAI NO 16 BD DAUH PALA, DAUH PEKEN, KEC. TABANAN 82111",0361-811424; 0361-811077,rs.dharmaketi@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KASIH IBU,"JL FLAMBOYAN NO 9, DAUH PEKEN, KEC. TABANAN 82111",0361-3005757,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,AESTHETIC DOCTOR,"JL DEWI SRI VIII BLOK B4 , LEGIAN, KEC. KUTA 80361",0361-760084,info@rejuvifclinic.com,www.rejuvieclinic
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,ARTHA MEDIKA,"JL RAYA SEMER NO 885, KEROBOKAN KELOD, KEC. KUTA UTARA 80361",0361-4740927,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BALI ASTI HUSADA,"JL BYPASS NGURAH RAI KUTA NO 33X, KUTA, KEC. KUTA 80361",0361-764860,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BALI DENTAL CLINIC,"JL BY PASS NGURAH RAI MALL BALI GALERIA LT 2, KUTA, KEC. KUTA",0361-766255; 0361-766783,bdckuta@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"BIMC HOSPITAL, MEDIKA SARANA TRALIANSIA, PT","JL BY PASS NGURAH RAI 100 X, KUTA, KEC. KUTA 80361",0361-761263; 0361-764345,info@bimc.com,www.bimcbali.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,CAYA LABORATORYUM KLINIK,"JL BY PASS NGURAH RAI NO 210X, JIMBARAN, KEC. KUTA SELATAN 80364",0361-8957787; 0361-8957786,,www.cayalab.co.id
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,CBC COOL SCUIRTING,"LIPPO PLAZA SUNSET ROAD, KUTA, KEC. KUTA 80361",081288759097,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,DOKTER GIGI,"BANJAR LATU SARI, ABIANSEMAL, KEC. ABIANSEMAL 80350",0057-38173928,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,EASE,"JL SUNSET ROAD 9992, KUTA, KEC. KUTA 80361",081999507999,at_ease@outlook.com,www.at-ease.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,HEAD QUARTERS,"LIPPO PLAZA SUNSET ROAD, KUTA, KEC. KUTA 80361",0361-768512,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,INTERNATIONAL TOURIST MEDICAL SERVICE,"JL LEGIAN 363, LEGIAN, KEC. KUTA 80361",0361-751981; 0361-767480,itmsbali@dpscentrin.net.id,www.itmsbali.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"JAKARTA KYOAI MEDICAL CENTER, PT","JL BY PASS NGURAH RAI NO 9C, KUTA, KEC. KUTA 80361",0361-766591; 0361-766593,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BAKTI RAHAYU,"JL RAYA PADANG LUWIH BR PENDEM, DALUNG, KEC. KUTA UTARA 80361",0361-425187,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK GANGGA MEDIKA,"JL BUKIT HIJAU JIMBARAN BLOK A1, JIMBARAN, KEC. KUTA SELATAN 80364",085109430008,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK KASIH IBU,"KOMPLEK PERUMAHAN DALUNG PERMAI, DALUNG, KEC. KUTA UTARA 80361",0361-422150,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK RAHAYU ASIH,"JL ULUWATU 2 NO 100K, JIMBARAN, KEC. KUTA SELATAN 80364",08537075554,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SOS ULUWATU,"JL ULUWATO 1 NO3X, JIMBARAN, KEC. KUTA SELATAN 80364",0361-703377,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER,"JL RAYA SEMER BR PELIATAN, KEROBOKAN, KEC. KUTA UTARA 80361",0361-739977,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRODIA, PT","JL RAYA KUTA 333X, KUTA, KEC. KUTA 80361",0361-756212,kuta@prodia.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BALI JIMBARAN,"JL KAMPUS UDAYANA, JIMBARAN, KEC. KUTA SELATAN 80364",0361-4725123,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD BADUNG,"JL RAYA KAPAL MENGWI, KAPAL, KEC. MENGWI 80351",0361-9006812; 0361-4427218,rsudbadung@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KASIH IBU KEDONGANAN,"JL ULUWATU KEDONGAN NO 69A, KEDONGANAN, KEC. KUTA 80361",0361-703270,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UDAYANA,"JL RUMAH SAKIT UNUD NO 1 JIMBARAN, JIMBARAN, KEC. KUTA SELATAN 80364 rs.unud.ac.id",,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SILOAM INTERNATIONAL HOSPITALS, PT","JL SUNSET ROAD NO. 818, KUTA, KEC. KUTA",0361-779900; 0361-779933,info.bali@siloamhospitals.com,www.siloamhospitals.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SURYA HUSADA RS,"JL SILIGITA BLOK 1 NO 14, BENOA, KEC. KUTA SELATAN 80363",0361-774899; 0361-771388,suryausadhagroup@yahoo.com,www.suryausadha.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TAKENOKO CLINIC,"JL NGURAH RAI, KUTA, KEC. KUTA 80361",0361-4727288,takenokoclinicbali@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TIRTA USADA,"JL PETITENGET, KEROBOKAN KELOD, KEC. KUTA UTARA 80361",081246790679,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BERSAUDARA,"BD KEDERI, SINGAPADU KALER, KEC. SUKAWATI 80582",0361-8988123,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,LAB PITTA MEDIKA,"JL RAYA SUKAWATI, SUKAWATI, KEC. SUKAWATI 80582",085100080510,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS ARI CANTI,"JL RAYA MAS UBUD, MAS, KEC. UBUD 80571",0361-974573; 0361-974573,keungan@aricantihospital.com,www.aricantihospital.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS FAMILI HUSADA,"JL ASTINA TIMUR SAMPLANGAN, SAMPLANGAN, KEC. GIANYAR 80512",0361-8433437,,
